text,sentiment
maudy this maudy that aku cuma maudy lolosin sbmptn pil yaallah,netral
sama besti ku lolos sbmptn pilihan pertama malah ma temen temen ku juga kita keren ye kan,positif
aku salah satu orang yang gak lolos snmptn sbmptn x mandiri tahun kemaren awalnya aku sedih banget gak bisa kuliah kayak temen temen seangkatan ku lainnya seiring berjalannya waktu aku pun sadar kalo gapyear gak sepenuhnya buruk kok dengan gapyear aku bisa ngebantu ortu,netral
no offense but diterima pilihan jalur sbmptn actually sucks,negatif
bismillahirrahmanirrahim semoga diberikan nikmat kesehatan keberkahan rezeki umur yg bermanfaat serta diberikan kemudahan dalam segala urusannya terutama untuk tes wawancaranya lancar dan mendapatkan hasil yg terbaik yaitu lolos sbmptn dan diterima di poltekkes aamiin,positif
persebaran soal utbk di sbmptn soshum edition,netral
inget bgt di sma pernah sesumbar ke salah satu temen yg rajin to juga wah kalo to gua bisa segini milih stei aja dah nanti di sbmptn wkwkwk alhamdulillah kejadian,positif
hahaha iyaaa terima kasih aamiin yaa allah semoga kamu juga lulus sbmptn ya aamiin,positif
nanyain univ pertanyaan terakhir yg ga dijawab soalnya bikin ovt trus mau jwabnya v do ain aku moga lulus sbmptn taun ini hhu,netral
hahaha iyaaa aamiin yaa allah semoga kamu juga lulus sbmptn ya aamiin,positif
alhamdulillahhh naufalll congrats yaaa udah berhasilll melalui utbk aamiinnnn semoga loloosss sbmptn pil berarti skrg tinggal penantian panjanggg nih sampe juni nanti kabar in hasilnya yaa fal,positif
selamat anda dinyatakan lulus seleksi sbmptn bismillah kabar baik tgl juni allahumma sholli ala sayyidina muhammad,positif
ngapain curang woi ada saatnya nanti bakal masuk ptn klo emg jalannya aku dulu sbmptn pgn msk unair gagal wkwk,negatif
doain aku lolos sbmptn pilihan pertama ya kedokteran ub aamiin doa kembali ke kamu makasiii,positif
like you by tatiana manaois my friend give me this song pas gue ditolak sbmptn dua tahun yang lalu dan sekarang kira udah lost contact tapi masih sering gue dengerin apalagi kalau lagi kangen soalnya ga punya kenangan apa apa lagi selain lagu ini d,netral
h pengumuman sbmptn halo calon mahasiswa indonesia kami mengucapkan selamat kepada siswa dan alumni yang telah,netral
samaa bismillah ray kita lolos sbmptn pilihan pertama,positif
abis nonton kkn di desa penari dulu pas baca threadnya jaman nunggu hasil sbmptn eh skrg nonton pas bgt mau kkn time flieeees,netral
manifesting lolos sbmptn tahun ini pleaseeee banyak hal yang mau aku lakuin lagiiiii,positif
yaallah pengen banget lolos sbmptn,positif
yah pada akhirnya yang membuktikan adalah ketika bisa lulus sbmptn itu mau dibilang susah enggaknya tergantung siapa yang menjalani kalau rajin latihan soal sih pasti gak akan ada masalah,netral
selamat menempuh utbk sbmptn mimin denger denger banyak nih teman teman yang sedang berjuang mengikuti utbk,netral
iyaa nderr baru tau gw lolos sbmptn pil ketinggalan bet smh,netral
pakai juga kode diskon kembalisekolah untuk mendapatkan diskon tambahan dari kode diskon ya syarat dan ketentuan berlaku,netral
bukannya kalau swasta masih ada gelombang gt ya setelah sbmptn selesai,netral
emang gak perlu wkwkw seenggaknya bisa lulus sbmptn aja sih kalau di ln gak ada tuh ujian sbmptn cukup nilai sertifikat bahasa asing sama paling banter nambah wa motivation letter,positif
belajar santai ala kpopers lintas jurusan tapi bisa lulus sbmptn trik nembak soal mayan gua kmren nembak soal dpt nil,netral
bismillah ya allah tanggal juni garini lituhayu bisa lulus seleksi sbmptn aamiin allahumma aamiin,positif
sama kak ray semoga keterima sbmptn aamiin ya allah,positif
gua ultah juni gaminta apa cuma minta doanyaa lulus sbmptn pil aamiinn,positif
ya allah semoga aku lolos sbmptn tahun ini ya allah,positif
lulus sbmptn,netral
bukan ngandelin sih sebenernya tapi lebih ke berharap aja bisa lolos utbk sbmptn ehehehe,positif
gaada cuma remaja jompo ini sangat pegal ketika duduk jam lebih dikursi yang tidak begitu empuk semoga kepegalan ini terbalas lolosnya sbmptn,netral
pliss hoki seumur hidup gw kepake buat utbk sbmptn kali ini aja gpp terutama buat pk minimal tembus lah semoga kesialan kali beruntun ilang,netral
halo lele eyyo kita jarang bgt jbjb bahkan kayanya ga pernah semoga kamu lolos sbmptn ya tentunya di ptn prodi yang km impikan semangat,positif
mjb ini ya link nyaa,netral
sbmptn yaa utbk itu,netral
ya emang sbmptn ga sih,netral
semoga sponsor bisa lulus sbmptn di pilihan pertamanya aamiin,positif
bismillah lulus sbmptn aamiin,positif
eyyo fan udh ah jgn galau mulu napa diliat tweetnya galau terus semoga lolos sbmptn ya fan pokoknya semoga hal baik selalu sm km,positif
temen ku juga ada sama bgt kek gini ga habis pikir padhl tiap weekend sama pacarnya jalan nonton bioskop mulu hedon bgt sama temen temennya eh pas dia daftar sbmptn ko pke kipk,negatif
utbk itu kek sbmptn ga sih,netral
such a shame if this true zenius played major role on my life waktu masih pejuang sbmptn linjur dulu pas ambil hukum kalo gaada zenius ga kebayang hidup gw gimana sekarang,netral
giveaway idr rep doa semoga sponsor bisa lulus sbmptn di pilihan pertamanya aminnnn end hours good luck,netral
eyyo bro kal duh si yg banyak fansnya ahaha keren bgt orgnya aaaa semoga lolos sbmptn ya kal tahun ini kita harus lolos brg okey jaga kesehatan juga okay,positif
ternyata masih ada yg mikir masuk swasta krn ga keterima negeri bro coba ke ursulin solo deh sma nya jangankan ketolak banyak yg daftar sbmptn aja enggak lgsg atmajaya binus uph luar negeri pdhl potensi mereka mantep kumon dr kecil inten fasilitas yg mumpuni,netral
mal halo duh si baik ini mah si keren jg semoga lolos sbmptn ya mal aku doain dari sini xixi ttep jaga kesehatan okay semangat,positif
dulu aku namanya umpn sama gak ya kalo iya mapelnya sama kok sama sbmptn nama utbk dulu cuma difficulty nya jauh lebih gampang poltek,positif
aliyah hai kita jarang jbjb ya skrg aliyah semoga bisa lolos sbmptn ya duh ga sabar bgt pengen ngucapin aaa jaga kesehatan jangan lupa okey,positif
lili hai ya ampun syg bgt sama lili baik bgt orgnya hihi moga lolos sbmptn ya tentunya di fk ptn yang kamu mau li semangat terus jangan lupa jaga kesehatan okay,positif
aamiin semoga aku dan kita semua lolos pilihan sbmptn,positif
mau nanya pengumuman sbmptn kapan,netral
ya allah merinding sumpah semoga kamu keterima fk ui lewat sbmptn tahun ini aamiin,positif
belom orang ketrima sbmptn,netral
di simak baik yaa gaisss,netral
pilihan juga gapapa deh bismillah manifesting lolos sbmptn,positif
soon tau alamat rumah lengkap ya dimana ya gua semoga lu lulus di utbk di pil aja deh tapi gua ga tau pilihan lu di snmptn apa masih sama ntar di sbmptn kalau masih sama gua doain lu lulus di pil aja deh wkwk,positif
ini cara buka pengumuman sbmptn cuii,netral
semoga lulus sbmptn,positif
ptn semoga kamu dan aku lolos sbmptn pil ya aamiin aamiin ya allah,positif
ptn kalo keterima poltekkes tapi pengen ikut sbmptn mandiri dan nunggu hasilnya gmn yaa ukt nya harus lgsg bayar kah yg poltekkes,netral
haiiiiii privat course ku buka beberapa slot lagi niii bisa untuk smp sma all mapel atau hanya beberapa mapel pilihan bahkan bisa fokus sbmptn jugaa boleh tanya tanya dulu di dm siapa cepat dia dapat,netral
sindikasi percaloan sbmptn unhas makin canggih metal detector sekadar formalitas belaka,negatif
kisah hidupku paling ekstrem selalu direndahin guru guru tahun dan selalu dianggap jelek tapi berhasil lolos sbmptn simple skali,positif
asliii astagfirullah ngeliat lu tuhh kayaakk ngeliaat hasil pengumuman sbmptn pengen cepet cepet aku tunjukin ke mamaaah,netral
aah thaliaaaa bikin berkaca kaca terima kasih banyakk supponyaa thal masih ada waktu belajar pasti bisaa buat thaliaa semangat berdoaanyaa dan semoga lolos sbmptn tahun inii bisa bisa bisa,positif
selain pengen lolos sbmptn gue juga kepengen kebagian md mirror jaehyun yatuhann,positif
aamiin semoga bila keterima di poltekkes sama lolos sbmptn tahun ini,positif
akuu karna aku lulus sbmptn,positif
soal tps penalaran umum pu utbk sbmptn tolong bantu retweet dan like ya tia lt,netral
sebenernya gak juga sman tu cuma memperbesar peluang masuk lewat snmptn yang kuotanya jg gak gede bgt jalur yang nerima paling banyak mahasiswa tu sbmptn bisa gt mhs baru jadi kalo emg pengen negeri top yg paling penting punya kemampuan yg oke si,netral
sayang banget gw mungkin salah satu dari sekian banyak org yg bisa lolos sbmptn dan ngerasain kuliah di ptn berkat zenius circa gw berjuang tiap malem pulang kerja buka laptop dan belajar dari paket bulannya zenius sampe jam pagi paginya lanjut kerja good old days,negatif
deg degan kiyeu siga ngadagoan pengumuman sbmptn,netral
ini ya link nyaa,netral
haii berhubung aku udah ga pakai buku ini lagi dan sayang juga kalau kebuang jadi kalau ada yang mau bisa langsung dm aku,netral
abis utbk pen makan seblak nonton the sound of magic ke museum nasional abis utbk tentu saja lolos sbmptn pilihan aamiin,positif
universitas terbaik adalah yang terima gw tahun ini di sbmptn,netral
selain itu ada jg pendaftaran ujian mandiri yg dibuka sblm pengumuman sbmptn i am proud that i was brave enough last year to wait until the announcement day without any safety nest either private uni or ujian mandiri,netral
aamiin good luck nay semoga aku dan kamu lolos sbmptn,positif
haii berhubung aku udah ga pakai buku ini lagi dan sayang juga kalau kebuang jadi kalau ada yang mau bisa langsung dm aku yaa bukunya gratis kokk nanti kalian tinggal bayar ongkirny aja okk ini ada buku the king tps amp drilling utbk dan buku sbmptn,netral
ku gap year ngapain aja awal agustus ikut pelatihan ui ux design gratis seminggu bulan september sampai dec keterima pelatihan multimedia design gratis des sampai jan magang sisanya belajar buat utbk sekarang pengangguran semoga keterima sbmptn,netral
pengumuman sbmptn cabang queendom,netral
tidak mendaftar univ swasta karena pede sbmptn at least nyangkut di pilihan terakhir and booooom gap year,netral
ya allah luluskan lah hamba mu ini di sbmptn ya allah hamba terserah mau di luluskan kemana mau di pil atau pil oke hamba terima ya allah,positif
sepertinya untuk kasus sbmptn bijaknya dilaksanakan offline aja dan serentak bentuk antisipasi kebocoran soal,netral
ga bakal nder aku kan lolos sbmptn insyaallah aamiin,positif
me in hampir harus kebayar uang muka pertama ratusan juta tp untung hasil sbmptn h seminggu sebelum deadline pembayaran,netral
iyaaaaa bener aku lolos sbmptn pil,positif
semangat bilee semoga lancar tes wawancaranya dan bisa keterima di poltekkes amp lolos sbmptn tahun ini,positif
cuma bisa berharap sambil berdoa semoga allah kasih aku hasil yg sesuai dengan apa yg aku harapkan yaitu lolos sbmptn,positif
aaa terimakasih banyak kak first time ke pick di kakak gt lt terimakasih untuk sponsor juga semoga lulus sbmptn tahun ini dan terimakasih juga untuk admin semoga semuanya diberi banyak kebaikan,netral
wts want to sell wangsit platinum tps buat adik adik dst yang pengen curi staduluan bisa beli buku preloved buat coba latsol dulu sebelum beli buku terbarunya nanti price ribu bisa via tag jual sbmptn utbk saintek soshum wtb want to buy,netral
mootsku atau bukan aku minta doanya yaaa tanggal mei aku mau utbk semoga aku bisa ngerjainnya dan juga lolos sbmptn amiinn makasiihhh semuaaa i love you,positif
yaallah pengen lulus sbmptn aja yaallah t t,positif
jadi adik sy dan pcarnya lulus sbmptn di unsri tahun mmg sy gapunya keluarga disana tp ada temen satu sma dlu kuliah disana sy nanya soal akomodasi dn kost u adik saha dn pacarnya dia langsung cariin kost dan bahkan akomodasi adik sy dr bandara,positif
aah laa bikin nangis bisa banget ya kamu terima kasih lalaku lala udah utbk laa aamin semoga aku bisaa lancar ngerjain utbknya kalo lala belom utbk semangat belajarnyaa jangan sungkan ceritaa ke aku kalo udah berarti that s great sayangku semoga lolos sbmptn,positif
halo guys aku ada zoom bahas mtkipa simakui a waktu kamis mei jam wib kuota orang meeting id,netral
hehehe jadi inget dulu wktu jadi petugas volunteer buat jagain tes sbmptn sering nemu ada aja cara curang bocah buat nyontek demi lulus ptn yak gaessss ya gitu deh segala cara dihalalkan,negatif
thank u paketnya udah nyampe hasilnya tulisannya jelas recommended banget deh semoga aku bisa lolos sbmptn ka,positif
kalau sekolah di yayasan katolik dongkrak atau perbaikan nilai itu gak bisa jadi kalau lulus sma lanjut berjuang di sbmptn,netral
saaaa juara bikin nangis orang nih alias bikin bawang banget disemangatin ginii thank youu saa emang rasa males ini susah banget asli mana udah h buat saa semoga lolos sbmptn yaa good luck sayangku,negatif
doa aku karena tahun ini aku mau kuliah jadi doanya lolos sbmptn pilihan dan diterima di ptn impian aku anw thankyou buat ganya kak semoga doa kk bisa terkabul juga amiinn,positif
daftar nilai passing grade utbk sbmptn tahun untuk saintek dan soshum per universitas dan jurusan,netral
etdah semua aja sekalian bocorin gue awal diem aja tapi lama bnyk bgt soal yg gue dpt pas utbk pada bocor wkwkwk sumpah gini bgt yaa maba jalur sbmptn,negatif
semoga sbmptn lulus sesuai harapan,positif
lolos sbmptn pilihan pertama,positif
sebelum doa nya mulai terimakasih giveawaynya doaku semoga tahun ini aku lulus sbmptn dan utbk ku besok lancar kalaupun nggak lulus sbm semoga aku bisa lulus sm semoga aku bisa kuliah di jurusan yg aku mau tahun ini bisa ketemu skz scr langsung dan urusannya lancar,netral
semangat kak semoga hasilnya sesuai dengan apa yg kk harapkan semoga bisa lulus sbmptn tahun ini semoga dilancarkan utbknya selalu beruntung dalam hal apapun semoga sehat selalu dilancarkan rezekinya dipermudah urusannya bahagia dan sukses selalu good luck kak,positif
terima aku lewat sbmptn ya,positif
iyaa seel makasihh yaa lagi coba buat ngomong juga goodluck kita semoga lolos sbmptn aamiin,positif
bismillahirrahmanirrahim ya allah hamba siap bgt kok kalo engkau loloskan hamba di utbk sbmptn dan hamba menerimanya dengan ikhlas lillahi ta ala,positif
pingin punya album sn yang ini kak dari jaman who dis sampe skrng blm kesampaian beli udah nabung tapi duit n,netral
cek cek kebijakan biaya kuliahnya ada ptn yg kebiajakan biaya kuliah jalur mandiri disamakan dengan kebijakan jalur snmptn amp sbmptn tapi ada jg yg memberlakukan uang pangkal dan ukt tinggi tanyain ke mahasiswa kakel yg kuliah di kampus yg lo incer ya,netral
lolos sbmptn udh pasti bahagia bgt t,positif
pingin punya album sn yang ini kak dari jaman who dis sampe skrng blm kesampaian beli udah nabung tapi duit nya kepake buat sbmptn dan ujian mandiri,netral
wts want to sell preloved the king sbmptn soshum the king tps utbk drilling utbk soshum k take all only bisa keep event overall good condi tanpa coretan coretan pensil udh diapus,positif
mwehehehehehehe ga masuk jel kemarin nyoba pbub ga lolos seleksi berkas doain gue lolos di sbmptn ya tp di sbm ak ga milih ugm ga sanggup brou,positif
its tolong banget ini mah lolosin gue di sbmptn nama lu udh terkenal bgt di lingkungan hidup gue,positif
gapapa banget sumpah yg pnting aku lolos sbmptn,positif
ofc semoga kita lolos sbmptn yeah aamiin,positif
aku jujur nangis yang bener bener nangis yah pas gagal sbmptn semenjak itu sampai sekarang udah nggak bisa nangis karena belom ada yang bisa ngalahin sakitnya,negatif
bener bangett kalo bukan karena masalah duit gue juga gak bakal gila gilaan kejar sbmptn banyak anak digenjot bukan krn status tpi krn duittttttt ada beasiswa sih tpi buat jurusan yg mau gue tuju kalo beasiswanya gak full tetep mahal banget,netral
omg congrats nder semoga nular juga bulan depan lolos sbmptn undip manajamen,positif
catatan materi latihan soal e book persiapan utbk sbmptn dan kedinasan lengkap saintek soshum tps,netral
oalah diatasku berarti aku lulusan kemarin mbak baru tahun ini nyoba sbmptn btw untuk mbaknya semangat terus ya semoga lolos sbmptn tahun ini,positif
ga juga sih emang karena banyak orang tua yg takut anaknya nunggu setahun lagi sebab ini itu pendaftaran abis pengumuman sbmptn tu mepet banget sama tahun ajaran baru sampe uni swasta gede ampe kecil bikin skema begitu,netral
jangan males belajar dan mulai cari info buat masuk kuliah jangan ngarepin snmptn belajar sbmptn aja jangan boros buat hal yg ngga penting kalo ada uang tabung aja buat daftar ptn nantinya,positif
aaa baik banget semoga sama sama lolos sbmptn dahh yaaa aku tunggu kabar baiknya,positif
list jalur masuk ptn pakai rapoyang ga perlu pakai sertif cekidot,netral
no offense but lolos sbmptn dan jadi maba adm negara ui actually sucks,negatif
jey lolos sbmptn,positif
tryout utbk sbmptn ke bisa dikerjakan tanggal mei berbarengan cara pendaftaran follow id ta,netral
sangat bermanfaat banget buat kita yg ingin belajar atau pun tryout buat persiapan nge,positif
sangat bermanfaat banget buat kita yg ingin belajar atau pun tryout buat persiapan ngehadapin utbk soal nya pun kata temen gue hampir mirip dan sangat berguna dah buat kita para pejuang ptn semoga tahun ini semua bisa lulus dan keterima di ptn yg diinginkan aminn,positif
ya allah gpp aku ga ada ayank gpp banget ayankku masih fiksi yang penting tgl nanti lamaranku diterima sbmptn aamiin,positif
lengkap contoh soal dan jawaban utbk sbmptn tka soshum ekonomi sosiologi geografi sejarah lewat,netral
duli masih jadi jo sm belajar sbmptn pake zenius moga bisa keluar dari badai,positif
yuk yang mau ambis utbk buat tahun ini ataupun tahun depan sabi banget langganan paket dari ruang guru rg pakai kode bisautbk biar dapet potongan gede lebih gede ketimbang diskon di aplikasi gaskeuun ruangguru brainacademy ruang belajar sbmptn,netral
sbmptn pls be nice,positif
assalamualaikum teman alhamdulillah tgl kmrin sy sdh selesai ujian utbk mohon doanya semoga di tgl juni nnti sy dinyatakan lolos sbmptn aamiin mari kita sama mendoakan untuk hasil yang terbaik di tgl juni nnti,positif
aamiin lolos sbmptn uns pil,positif
ayo tgl dapet bacaan selamat anda dinyatakan lolos sbmptn program studi farmasi uinjkt atau nggak untirta program studi keperawatan yuk bisa ltmpt kita ini sodara kan,positif
no offense but keterima sbmptn ilmu kelautan unsoed actually sucks,negatif
gapapa lahh aku yang penting kuliah lewat jalur sbmptn,positif
klo sistem kuliahan tuh misalkan kelas tuh kayak kita udah ada tugas bikin makalah karya tulis ilmiah banyak presentasi dll terus nanti di kelas bakalan ada rbl sama sidangnyaa buat soal ujian tuh guru nya banyak ngambil soal olimpiade sama sbmptn yeah intinya harus,netral
asalnya mau di anter ibu aku katanya pengen nunggu utbk sambil refresing soalnya liat di berita sbmptn di anter ortunya malah ibu aku bilang mau bekel nasi biar ga lapar tapi kka aku bilang jgn ikut mending pasti kesel nungguin alhasil di anterin kka ipar doang pulang,netral
gara gini masuk ptn keburu gabisa lewat jalur sbmptn mau ikut ujian mandiri juga kayanya gimana ga si udah tercoreng gitu namanya,negatif
karena bentar lagi aku utbk aku mau ngadain giveaway saldo dana k masing masing k buat orang syaratnya follo,positif
wkwkw ini nih sebel bgt jujur pampang spanduk selamat keterima ptn dihh malah materi sbmptn tuh kdg ga diajarin di sekolah tau gatau kalau ipa ya tpi gua ips dlu gitu malesin bgt sih emng sekolah unggulan tuh bullshit itu semua hasil mati an di tempat les smpe gumoh,negatif
prize alr received thank youu buat ka amp sponsorr atas giveaway nyaa thank youu juga buat etmin yang uda,netral
ok mau review utbk sbmptn hari terakhir gelombang senin mei sesi,netral
lolos sbmptn,positif
betul aku keterima utbk sbmptn aamiin eheheheh,positif
aamiin semoga kita lolos sbmptn entah pil atau,positif
ya allah semoga hamba lolos sbmptn pil,positif
pengin aku lolos utbk sbmptn di undip jurusan farmasi pls temen bantuin doa yaachh,netral
lulus sbmptn amiin,positif
semoga lolos sbmptn aminn,positif
daftarnya dikasih rentang waktu kok nanti pas menjelang pendaftaran snmptn sbmptn lumayan ribet karena ada berkas berkas yang harus diurus tapi itu effortnya sihh daftar ulang kuliah juga ada berkas yang harus diurus kok d,negatif
tahun masa perjuangan ngejar kampus dan jurusan impian fakultas kedokteran universitas indonesia rasa rasanya se,netral
gw gpp kokk lolos sbmptn aja gw senenggnya bukan mainn dan bakal seriuss bljr di kuliah nanti lagi pula pil jugaa yg gw mau bgt jugaa,netral
kuota jalur masuk ui kuota s reguler dari jalur simak sebanyak lebih banyak dibandingkan jalur snmptn atau sbmptn so buat pejuang jaket kuning mungkin lo mesti pertimbangin buat ikutan simak ui juga,netral
prize alr received thank youu buat ka amp sponsorr atas giveaway nyaa thank youu juga buat etmin yang uda trf prize nya ke akuu semoga sponsor lulus sbmptn yaa have a great dayy kaliaann,netral
lolos utbk sbmptn pilihan,positif
aku sbmptn tahun jujur kd belajar karena masih fresh materi un yg aku ambis banar alhamdulillah lulus,positif
buhan km yg sbmptn dulu pada belajar apa kd lulus apa kd wal,netral
ini permen buat aku belajar sbmptn,netral
gapapa bgt yaallah yg penting lolos sbmptn ini mah,positif
akuu gapapa banget soalnya bener utbk bisa dibilang harapan terakhir selain kedinasan aku hanya pengen lolos sbmptn,positif
snmptn sbmptn pssb simak ui,netral
angkatan yang mau ambis mulai dari skrng bisa banget ambil live class pahamify mumpung lagi ada combo diskon cuma sampai juni ayok langganan jangan sampai ketinggalan promonya mipi mipy pahamify phmfy mify soshum saintek sbmptn snmptn,netral
itb tolong restui aku dalam menjadikanmu pelabuhan terakhirku dalam perjuangan sbmptn ini demi apapun gua ga rela gapyear,positif
aamiin semoga ya nder aku juga doain adek aku yg lagi berusaha di sbmptn,positif
semoga hari pengumuman hasil sbmptn jg menyenangkan,positif
